ProlificID,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,Age.x,Gender.x,Education,Race,Study.About,Speaker.from,From.South,From.Midwest,Kind,Friendly,Intelligent,Wealthy,Professional,Attractive,Would.Be.Friends,Happy,Relatable,Educated,I.Lived.in.South,I.Familiar.South.Speech,I.Friends.South,I.Would.Live.South,I.Like.Southerners.Talk,I.have.Southern.accent,Parents.have.accent,Colleagues.have.accent,I.imitate.accent,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_39,Q11_40,Q11_41,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q11_33,Q11_34,Q11_35,Q11_36,Q11_37,Q11_38,Q11_42,Q11_43,Q11_44,Q12_51,Q12_52,Q12_53,Q12_54,Q12_55,Q12_56,Q12_57,Q12_58,Q12_59,Q12_60,Q12_61,Q12_62,Q12_63,Q12_64,Q12_65,Q12_66,Q12_67,Q12_68,Q12_69,Q12_70,Q12_71,Q12_72,Q12_73,Q12_74,Q12_75,Q12_76,Q12_77,Q12_78,Q12_79,Q12_80,Q12_81,Q12_82,Q12_83,Q12_84,Q12_85,Q12_86,Q12_87,Q12_88,Q12_89,Q12_90,Q12_91,Q12_92,Q12_93,Q12_94,Q12_95,Q12_96,Q12_97,Q12_98,Q12_99,Q12_100,Q13.1_1,Q13.1_2,Q13.1_3,Q13.1_4,Q13.1_5,Q13.1_6,Q13.1_7,Q13.1_8,Q13.1_9,Q13.1_10,Q13.1_11,Q13.1_12,Q13.1_13,Q13.1_14,Q13.1_15,Q13.1_16,Q13.1_17,Q13.1_18,Q13.1_19,Q13.1_20,Q13.1_21,Q13.1_22,Q13.1_23,Q13.1_24,Q13.1_25,Q13.1_26,Q13.1_27,Q13.1_28,Q13.1_29,Q13.1_30,Q13.1_31,Q13.1_32,Q13.1_33,Q7,Time,IbexID,Age.y,Gender.y,Dialect,Test,Notes
5a1db2220fff620001a6e209,43695.73056,43695.73681,IP Address,107.197.131.80,100,548,TRUE,43695.73681,R_3gMgoyCt51XF7dX,NA,NA,NA,NA,35.48370361,-80.9897995,anonymous,EN,5a1db2220fff620001a6e209,37,Male,Bachelor's degree,White,no idea,North Carolina,100,25,95,95,90,75,80,75,90,90,85,85,100,100,100,100,100,100,100,90,100,2,2,5,4,5,4,4,2,4,4,4,2,5,3,4,3,5,3,5,5,4,4,2,4,4,3,2,4,3,5,4,4,4,4,4,3,2,4,4,5,5,4,2,5,2,3,4,4,4,2,3,4,1,3,2,4,3,4,2,4,2,3,2,2,1,3,4,1,1,3,1,1,4,2,1,2,3,2,1,1,2,2,3,4,4,4,4,2,4,4,2,2,4,4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1566163435,a4cdfef534b14655cbe9d9e7bb2574cf,37,M,Southern,S3,ProblematicFiles
5a1db2220fff620001a6e209,43695.725,43695.73194,IP Address,107.197.131.80,85,599,FALSE,43702.73194,R_2Yho6FELJCbO817,NA,NA,NA,NA,NA,NA,anonymous,EN,5a1db2220fff620001a6e209,37,Male,Bachelor's degree,White,No idea,"Lol, kind of sounded like where I'm from, NC",95,30,95,95,85,70,70,70,95,90,70,85,100,100,100,95,100,100,100,95,100,3,2,5,4,5,5,5,2,4,4,4,1,5,3,5,4,5,2,5,5,4,4,2,4,4,3,2,5,2,4,4,4,4,4,4,3,2,4,4,5,4,4,2,5,2,3,4,3,3,3,1,4,1,4,4,4,3,4,3,3,2,2,3,2,1,4,4,1,1,3,2,1,3,2,2,3,4,2,2,2,2,1,3,4,4,4,4,1,4,3,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1566163435,a4cdfef534b14655cbe9d9e7bb2574cf,37,M,Southern,S3,ProblematicFiles
5a1f322d6e1ea9000125020a,43660.88472,43660.89097,IP Address,73.185.17.185,100,555,TRUE,43660.89097,R_3QxEUFeXju9RICl,NA,NA,NA,NA,37.67520142,-120.9465027,anonymous,EN,5a1f322d6e1ea9000125020a,29,Male,Technical certification,,not sure,United States,0,69,84,88,89,50,86,86,50,72,50,86,0,100,0,0,85,0,0,0,70,2,3,2,3,4,5,5,5,4,4,3,1,2,3,4,4,5,1,4,4,4,3,5,3,4,1,2,3,4,5,4,4,3,4,4,3,2,3,4,5,5,5,4,5,2,2,4,3,2,3,1,4,1,2,2,3,1,3,2,3,3,2,1,2,3,3,3,4,2,4,3,3,4,2,4,2,4,2,1,3,2,3,1,4,1,1,3,4,3,4,4,4,4,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,1563153266,a16b7a2068475503da83d0f55ea648d1,29,M,Non-Southern,M1,
5a381de00006450001bf2691,43696.52431,43696.52847,IP Address,173.216.27.82,100,366,TRUE,43696.52847,R_qOZlZYLS8jhbRdf,NA,NA,NA,NA,34.94639587,-92.03220367,anonymous,EN,5a381de00006450001bf2691,30,Male,Some college,White,"If I had to guess, it would be if listening to someone with an accent changes how you speak.",The South of the US,100,10,90,91,91,50,100,51,74,86,72,87,100,100,100,50,77,33,19,34,80,1,2,4,3,2,5,4,3,3,5,3,1,5,3,2,2,5,3,3,4,5,4,2,3,2,2,4,4,2,4,5,4,4,4,4,1,1,4,4,3,3,3,2,3,2,3,3,3,3,2,2,3,2,2,1,3,4,1,2,2,1,1,1,2,1,4,2,2,3,4,2,3,3,2,2,2,4,3,2,3,3,1,1,3,3,2,2,2,2,4,2,1,2,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,1566232549,f235c3975c1d5b23d63e2d9b3bd3aa44,30,M,Southern,S3,
5a791168f49c9a0001f31061,43656.66528,43656.67778,IP Address,73.82.7.35,100,1105,TRUE,43656.67778,R_1gBnuoj2bPBk1DJ,NA,NA,NA,NA,33.75849915,-84.18299866,anonymous,EN,5a791168f49c9a0001f31061,41,Male,Graduate/advanced degree,,Seeing how quickly people visualize the answer based on reading the clue or having it read to them.,Definitely sounded like a white American woman. She didn't give away any clues on where she might be from regionally based on her voice.,0,75,89,82,95,86,93,46,32,61,45,86,100,100,82,90,95,0,0,95,93,4,1,5,2,5,5,5,2,4,5,4,1,5,4,5,5,4,2,1,5,4,NA,1,4,5,4,2,4,4,5,5,5,4,4,1,4,2,4,5,5,1,4,2,5,4,1,4,4,4,4,1,NA,1,3,2,4,4,4,1,4,1,2,3,1,1,4,3,4,4,1,3,2,4,1,4,2,1,4,4,3,4,1,1,4,1,1,1,2,3,4,3,4,1,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,I take medication for bipolar and anxiety. It doesn't stop me from living and achieving! I have revealed only the truth to you. Good luck with your research and presenting it!,1562788689,f57489c684599ee88c1d0604c21555d3,41,M,Non-Southern,M1,
5aa806e7777df200016088c5,43656.81319,43656.81667,IP Address,66.108.155.155,100,340,TRUE,43656.81667,R_3EWH4FDmwM4PCX8,NA,NA,NA,NA,40.90390015,-73.83699799,anonymous,EN,5aa806e7777df200016088c5,34,Female,Bachelor's degree,,Accents or word recognition,The south of the U.S.,92,47,53,71,78,56,88,53,34,42,42,85,65,78,79,34,40,0,40,0,18,3,2,4,1,3,1,4,1,4,4,3,1,5,1,3,4,3,1,2,4,1,3,1,2,5,4,1,3,1,4,2,3,5,3,2,4,1,5,1,2,4,3,1,3,3,1,3,3,3,1,1,3,1,3,3,2,1,2,2,2,3,1,2,1,1,1,3,1,1,1,3,3,3,1,3,3,1,3,1,3,3,3,1,2,3,2,3,3,1,2,4,3,2,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,1562801444,80ba21d95928285a39fe5d386449dc5c,34,F,Non-Southern,S3,
5ac68ddbe734400001da4729,43654.88472,43654.89236,IP Address,108.6.231.202,100,651,TRUE,43654.89236,R_2wcYGprMUSn6Qum,NA,NA,NA,NA,40.62860107,-73.93900299,anonymous,EN,5ac68ddbe734400001da4729,31,Male,Bachelor's degree,,"Not sure, It felt like I was on jeopardy lol.","Im not sure, I'd say america.",20,20,100,100,100,91,100,100,100,100,100,100,0,68,70,69,68,0,0,0,0,3,1,5,2,4,3,3,3,5,5,4,1,5,4,5,4,5,3,1,4,3,4,2,5,4,5,1,4,1,5,4,5,4,5,2,4,4,5,1,5,1,4,2,5,3,1,4,4,4,4,1,4,4,3,3,4,1,3,3,1,3,3,3,1,1,1,3,3,4,1,4,1,2,1,1,4,1,4,1,4,1,4,2,4,4,1,3,4,2,2,4,3,1,4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I probably shouldnt say this but I noticed a sexual pattern in some of the progressions of words during the experiment. Was this on purpose or incidental?,1562634845,3a9bd054053d8f18838e3ea2da4c76f2,31,M,Non-Southern,M3,
5b04831b92d1c40001e45667,43633.52361,43633.52917,IP Address,108.66.4.224,100,504,TRUE,43633.52917,R_Zz2Xd5J4qlax7IB,NA,NA,NA,NA,37.2507019,-121.8359985,anonymous,EN,5b04831b92d1c40001e45667,28,Female,Associate's degree,,Written vs spoken clues.,Texas,100,67,35,36,4,3,4,2,17,17,3,2,0,71,34,0,31,0,0,0,39,1,4,4,5,4,5,3,2,1,5,1,2,5,5,4,1,1,2,5,4,5,2,2,1,3,1,4,4,4,4,5,3,4,1,2,1,2,4,5,5,2,1,3,4,4,2,4,2,4,2,2,3,2,3,1,3,3,4,1,4,1,1,1,1,1,4,2,4,2,4,3,1,4,1,3,2,4,2,1,3,1,1,1,4,4,1,2,1,2,4,1,1,4,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"I think I messed up on 1-2 recordings, sorry!",NA,NA,NA,NA,NA,NA,NA
5b072bbb31cebe000177e3cb,43632.92708,43632.93403,IP Address,71.201.30.209,100,619,TRUE,43632.93403,R_2YbncS7NgJbyDdC,NA,NA,NA,NA,40.45910645,-90.68049622,anonymous,EN,5b072bbb31cebe000177e3cb,19,Female,Some college,,I think this experiment is looking to study if people respond better to written instructions versus spoken instructions.,Somewhere in the south. Maybe Texas.,100,70,100,100,100,50,100,0,50,20,0,100,0,100,100,50,60,20,60,75,100,1,1,4,5,5,5,5,4,1,4,2,1,2,5,5,3,5,4,5,5,5,5,4,1,2,1,4,2,5,5,5,5,4,1,2,1,1,4,5,4,5,4,5,5,1,3,4,4,4,3,1,4,1,2,2,4,4,1,1,4,2,1,1,1,1,4,3,2,2,4,3,2,4,2,4,1,3,4,1,4,2,1,1,4,1,1,3,2,3,4,2,3,4,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,NA,NA,NA,NA,NA,NA,NA
5b2bfb37163ead00013fb8b4,43781.55208,43781.55833,IP Address,206.74.105.224,100,501,TRUE,43781.55833,R_1fZ1pvOKcgAdzUS,NA,NA,NA,NA,34.33039856,-82.33670044,anonymous,EN,5b2bfb37163ead00013fb8b4,55,Female,Bachelor's degree,White,I'm not sure! ,Maybe from the south? ,86,27,95,95,81,51,88,89,95,93,95,85,100,100,100,100,100,85,100,100,100,4,2,5,2,4,3,4,2,4,5,4,2,5,3,3,3,4,2,2,4,3,4,2,4,4,3,2,5,2,5,3,4,5,3,3,3,2,5,2,4,1,4,2,4,2,3,3,4,3,4,2,2,3,2,2,4,4,3,3,4,2,2,4,1,1,3,4,2,2,3,3,2,2,2,3,2,2,3,2,2,3,2,2,3,3,2,2,2,2,3,3,3,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Whew. That was long. (I know I missed snore/snooze and at least one other.) Thanks,1573582553,85295f962e84c5f64e8eca5b4850a703,55,F,Southern,S1,
5b4dba7250f6e9000120902c,43652.96597,43652.97153,IP Address,66.169.196.132,100,468,TRUE,43652.97153,R_cMWgbnyrtmsXhOp,NA,NA,NA,NA,32.82659912,-96.7888031,anonymous,EN,5b4dba7250f6e9000120902c,20,Female,Some college,,I think the experiment is about whether people are better able to identify words if information about the words is given in written form or audio,California,10,65,71,81,60,55,65,61,72,83,75,75,77,73,77,35,53,0,0,25,75,4,3,4,2,4,2,4,4,2,5,4,2,5,4,4,4,3,2,5,5,2,3,3,2,4,3,2,4,4,4,3,4,3,2,2,4,3,4,5,4,2,4,2,3,3,2,1,2,2,3,1,1,1,3,3,3,2,3,4,2,3,3,3,2,1,2,3,3,3,3,4,2,2,2,3,2,1,2,1,3,3,3,3,4,2,2,2,4,1,4,3,3,1,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1562469067,b6cda23506d210d835ab2e7c81ef9f57,20,F,Southern,M1,
5b5c8d4e10aec90001ed4bee,43653.46111,43653.47014,IP Address,71.57.188.174,100,754,TRUE,43653.47014,R_2qjHyZmeXvw1lXb,NA,NA,NA,NA,26.3795929,-80.10289764,anonymous,EN,5b5c8d4e10aec90001ed4bee,20,Female,Some college,,Determining whether people are able to come to conclusions easier when given information outloud versus text,Southern USA,100,30,60,60,60,50,70,50,50,50,50,70,70,70,40,40,50,0,0,0,60,2,2,4,3,3,4,4,4,2,5,2,1,2,4,3,2,4,3,4,5,4,4,4,3,3,3,4,3,3,3,4,4,3,3,3,2,1,2,4,5,4,3,3,3,2,3,4,3,2,2,2,3,1,3,2,3,3,3,2,3,1,3,1,3,1,3,3,2,2,3,3,2,3,2,3,3,3,3,2,3,3,1,3,3,4,2,3,2,2,4,2,3,2,3,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1562511845,a71100abb6bf8d7a99f66ebcdb2f3ea3,20,F,Non-Southern,S3,
5b5e7e643bac1d0001f9bf28,43642.71042,43642.71806,IP Address,97.120.74.3,100,653,TRUE,43642.71806,R_AtBfYCRkjHSRp3H,NA,NA,NA,NA,45.71200562,-122.6322021,anonymous,EN,5b5e7e643bac1d0001f9bf28,31,Male,Graduate/advanced degree,,"Probably how quickly people recognize words when clues are given in written or verbal format. It might have something to do with accents, also.",Somewhere in the southern US.,100,0,81,83,79,43,81,81,82,51,81,81,0,93,30,0,80,0,0,0,66,3,2,4,4,4,3,4,3,3,5,3,2,4,4,5,4,4,4,3,5,3,4,3,3,4,3,2,4,5,5,3,5,3,3,2,4,2,3,3,5,3,4,3,5,2,2,2,3,3,3,2,3,1,3,3,3,3,3,4,3,3,2,1,2,1,1,3,3,3,1,3,3,3,2,3,2,1,3,1,3,3,3,1,4,2,1,2,3,2,1,4,3,2,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Not really.,1561582998,5fe200487df56fc3ad93d00300645bc2,31,M,Non-Southern,S2,
5b646a727c39ee00010a18b0,43696.63194,43696.64236,IP Address,174.255.201.78,100,942,TRUE,43696.64236,R_2SAg9s8jwcOzDsG,NA,NA,NA,NA,33.74850464,-84.38710022,anonymous,EN,5b646a727c39ee00010a18b0,40,Male,Some college,White,hearing sounds properly,southern United states,100,0,73,85,70,50,50,40,0,15,15,75,100,100,100,100,100,100,100,100,100,1,2,4,2,4,5,5,4,4,5,4,1,4,3,4,3,5,3,3,4,4,4,5,3,3,2,4,2,4,5,5,4,4,3,1,1,1,3,2,4,4,2,4,3,1,1,4,4,4,4,4,4,4,4,1,4,4,4,1,4,1,3,4,2,1,2,3,1,1,4,1,1,4,1,1,3,3,1,1,2,2,1,4,4,3,4,2,2,4,4,1,3,4,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,1566241740,d285a59ea0c6143fc16587a334a0523c,40,M,Southern,S1,
5b6c312fa1fda800015fe165,43654.85833,43654.86806,IP Address,74.90.232.55,100,841,TRUE,43654.86806,R_2y742YmaGvP1HWq,NA,NA,NA,NA,40.63720703,-73.90370178,anonymous,EN,5b6c312fa1fda800015fe165,29,Female,Technical certification,,This experiment was to gauge how well people respond to written versus spoken directives.,North America.,0,24,100,100,95,57,100,76,100,84,77,100,0,90,31,0,65,0,0,0,40,2,3,5,4,4,4,5,1,2,5,4,1,5,4,4,3,2,1,4,5,3,2,2,3,3,4,2,4,5,5,5,4,5,3,3,2,2,4,5,5,5,4,1,4,3,2,4,2,3,3,1,4,3,3,1,3,4,3,4,3,3,1,2,1,1,3,1,3,2,1,4,3,1,2,4,3,1,3,1,4,3,3,1,4,2,1,3,3,1,4,2,3,3,4,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,I really enjoyed this study! I hope to see something like this offered again.,1562632565,31a35e9e325b479d84249006b13e592d,29,F,Non-Southern,M2,
5b8d575aafe6be000115695b,43761.65139,43761.65833,IP Address,69.236.117.200,100,574,TRUE,43761.65833,R_3EEXD1gnVYkarxF,NA,NA,NA,NA,33.69920349,-84.74780273,anonymous,EN,5b8d575aafe6be000115695b,25,Male,High school diploma,Hispanic or Latino,How fast we can answer to someone talking or in written form.,United States possibly Pennsylvania.,30,70,74,76,90,65,85,70,58,59,52,79,100,100,100,100,100,59,68,68,100,4,3,5,3,4,3,5,3,3,5,4,1,5,2,3,4,5,1,4,5,3,5,2,4,3,3,1,5,2,5,2,5,5,4,4,4,2,4,3,4,3,4,2,3,2,3,4,3,3,3,1,4,2,3,4,3,1,3,3,3,4,2,2,1,1,1,3,3,4,1,4,3,2,2,4,4,1,4,1,4,4,4,1,4,2,1,4,4,2,3,4,3,4,3,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,None,1571859519,3e08094438a925110da2f669d449b1f9,25,M,Southern,M3,
5b904f7efadeba0001c43854,43642.58889,43642.59931,IP Address,98.149.232.29,100,858,TRUE,43642.59931,R_1jNgIxsJ1bIFENi,NA,NA,NA,NA,33.95309448,-116.5218964,anonymous,EN,5b904f7efadeba0001c43854,45,Female,Graduate/advanced degree,,word identification,South Eastern states,95,16,50,51,51,43,50,46,43,45,44,46,NA,NA,NA,NA,40,NA,NA,NA,63,2,3,3,4,4,4,4,3,2,4,3,NA,4,4,4,3,4,3,4,3,4,3,3,3,4,3,2,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,4,3,2,3,2,3,3,2,3,2,3,2,3,3,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,3,3,2,NA,2,2,3,3,3,3,3,NA,NA,3,NA,3,2,2,2,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,1561572507,8ab4cec886741c5ed8df42a5d23400ed,45,F,Non-Southern,S1,
5b9ee842d2887a00014fe1df,43755.82569,43755.84514,IP Address,108.249.232.46,100,1653,TRUE,43755.84514,R_1q51h2r2oYUZSLv,NA,NA,NA,NA,36.04029846,-80.19329834,anonymous,EN,5b9ee842d2887a00014fe1df,28,Female,Bachelor's degree,Black or African American,I think it's actually about how people from different regions annunciate different words. I don't think it's really about verbal or written clues given. ,Probably either the Mid-West or regions above Virginia. ,50,81,81,81,100,50,50,50,50,40,50,50,100,100,100,0,50,0,0,50,100,1,2,5,3,5,5,5,2,5,5,5,1,5,2,5,4,5,2,3,5,5,2,1,1,5,3,3,5,1,5,5,4,5,5,3,1,2,4,4,5,1,3,3,4,2,1,4,3,3,3,1,4,3,4,1,4,4,3,4,2,1,2,4,4,1,4,4,1,1,4,4,1,2,1,4,4,4,3,4,4,2,1,3,1,3,1,4,1,1,4,1,4,4,1,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,1571356051,2d13c94e2b3515c138ceb46cea99fe9c,28,F,Southern,M1,
5ba13b615858e300012f7819,43666.8375,43666.84514,IP Address,137.25.23.116,100,650,TRUE,43666.84514,R_2RP0RQzUnEcn33o,NA,NA,NA,NA,33.9098053,-118.0713959,anonymous,EN,5ba13b615858e300012f7819,25,Male,Associate's degree,,I think it was interesting but easy.,"I think she was from the south somewhere, maybe Texas.",100,0,100,100,100,0,100,0,0,0,46,100,0,0,0,0,0,0,0,0,0,1,1,5,1,3,4,5,2,2,1,1,2,5,5,5,5,2,4,1,1,5,3,1,2,5,1,2,1,1,4,4,5,3,2,5,2,4,1,1,1,1,1,2,4,1,3,3,2,3,1,3,1,4,4,3,3,2,3,4,2,3,1,2,1,2,3,3,1,2,1,3,2,1,1,4,3,1,3,4,4,2,1,4,4,3,4,2,4,3,4,4,4,1,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"I mistyped my response for a question earlier, two questions to be exact and I couldnt go back and change them. I am sorry. I think the experiment is about computer learning, maybe. I'm really not sure.",1563667602,1a16b294f7c853c8c2b5eb31c847cc93,25,M,Non-Southern,S3,
5ba13f7d853e420001ceca47,43660.93264,43660.93889,IP Address,172.73.171.227,100,541,TRUE,43660.93889,R_UcplnB1OpLDicAV,NA,NA,NA,NA,35.31930542,-80.74559784,anonymous,EN,5ba13f7d853e420001ceca47,22,Male,Bachelor's degree,,Word association,I thought it was just a computer artificial voice,1,1,100,33,40,19,6,100,27,45,15,23,35,10,84,27,38,84,94,38,58,4,3,2,3,2,4,4,3,4,3,4,2,2,3,4,4,2,3,3,2,3,4,4,5,2,4,3,2,3,4,2,3,5,4,2,2,4,4,3,4,4,2,4,5,3,2,3,3,2,3,4,2,3,3,2,3,4,3,3,3,2,4,2,3,3,2,4,2,3,3,2,2,3,3,4,2,3,3,4,2,3,2,2,3,4,3,2,2,3,3,3,4,3,4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,1563157404,4086ed8908288d9c15ae5eb6324ac465,22,M,Southern,M2,ProblematicFiles
